id,text,url,death_date,name,age,nationality,claim,cause
137,"Alexandru Segal, 67, Romanian-born Brazilian economist and chess player.[139]",https://en.wikipedia.org/wiki/Alexandru_Segal,2015-01-06 00:00:00,Alexandru Segal,67,Romanian-born Brazilian,economist and chess player,
138,"Subhas Anandan, 67, Indian-born Singaporean lawyer, heart failure.[140]",https://en.wikipedia.org/wiki/Subhas_Anandan,2015-01-07 00:00:00,Subhas Anandan,67,Indian-born Singaporean,lawyer,heart failure
139,"José Arias, 92, Spanish Olympic alpine skier (1948).[141]",https://en.wikipedia.org/wiki/Jos%C3%A9_Arias,2015-01-07 00:00:00,José Arias,92,Spanish,Olympic alpine skier,
140,"Ricardo Bueno Fernández, 74, Spanish politician, member of the Senate (1977–1979, 1993–2000) and Congress of Deputies (2000–2004).[142]",https://en.wikipedia.org/wiki/Ricardo_Bueno_Fern%C3%A1ndez,2015-01-07 00:00:00,Ricardo Bueno Fernández,74,Spanish,politician,
141,"Gilbert Finn, 94, Canadian businessman, Lieutenant Governor of New Brunswick (1987–1994).[143]",https://en.wikipedia.org/wiki/Gilbert_Finn,2015-01-07 00:00:00,Gilbert Finn,94,Canadian,businessman,
142,"Michael Fisher, 68, British solicitor, cancer.[144]",https://en.wikipedia.org/wiki/Michael_Fisher_(lawyer),2015-01-07 00:00:00,Michael Fisher,68,British,solicitor,cancer
143,"Tadeusz Konwicki, 88, Polish writer and filmmaker.[145]",https://en.wikipedia.org/wiki/Tadeusz_Konwicki,2015-01-07 00:00:00,Tadeusz Konwicki,88,Polish,writer and filmmaker,
144,"Mompati Merafhe, 78, Botswanan general and politician, Vice President (2008–2012).[146]",https://en.wikipedia.org/wiki/Mompati_Merafhe,2015-01-07 00:00:00,Mompati Merafhe,78,Botswanan,general and politician,
145,"Arch A. Moore, Jr., 91, American politician, Governor of West Virginia (1969–1977, 1985–1989).[147]","https://en.wikipedia.org/wiki/Arch_A._Moore,_Jr.",2015-01-07 00:00:00,"Arch A. Moore, Jr.",91,American,politician,
146,"J. P. Parisé, 73, Canadian ice hockey player (Minnesota North Stars), lung cancer.[148]",https://en.wikipedia.org/wiki/J._P._Paris%C3%A9,2015-01-07 00:00:00,J. P. Parisé,73,Canadian,ice hockey player,lung cancer
147,"Jethro Pugh, 70, American football player (Dallas Cowboys).[149]",https://en.wikipedia.org/wiki/Jethro_Pugh,2015-01-07 00:00:00,Jethro Pugh,70,American,football player,
148,"Archie Radebe, 55, South African footballer (AmaZulu) and coach.[150]",https://en.wikipedia.org/wiki/Archie_Radebe,2015-01-07 00:00:00,Archie Radebe,55,South African,footballer and coach,
149,"B. S. Abdur Rahman, 87, Indian business executive and philanthropist (B. S. Abdur Rahman University).[151]",https://en.wikipedia.org/wiki/B._S._Abdur_Rahman,2015-01-07 00:00:00,B. S. Abdur Rahman,87,Indian,business executive and philanthropist,
150,"Tim Roberts, 38, American professional wrestler (WWC, NWS, ECW).[152]",https://en.wikipedia.org/wiki/Tim_Roberts,2015-01-07 00:00:00,Tim Roberts,38,American,professional wrestler,
151,"David Rolfe, 50, Australian Paralympic swimmer, complications relating to heart surgery.[153]",https://en.wikipedia.org/wiki/David_Rolfe_(swimmer),2015-01-07 00:00:00,David Rolfe,50,Australian,Paralympic swimmer,complications relating to heart surgery
152,"Julio Scherer García, 88, Mexican journalist, septic shock.[154]",https://en.wikipedia.org/wiki/Julio_Scherer_Garc%C3%ADa,2015-01-07 00:00:00,Julio Scherer García,88,Mexican,journalist,septic shock
153,"Herb Simpson, 94, American baseball player (Seattle Steelheads).[155]",https://en.wikipedia.org/wiki/Herb_Simpson,2015-01-07 00:00:00,Herb Simpson,94,American,baseball player,
154,"Rod Taylor, 84, Australian actor (The Time Machine, The Birds, 101 Dalmatians, Inglorious Basterds), heart attack.[156]",https://en.wikipedia.org/wiki/Rod_Taylor,2015-01-07 00:00:00,Rod Taylor,84,Australian,actor,heart attack
155,"Nancy Thomas, 96, British television producer (Monitor).[157]",https://en.wikipedia.org/wiki/Nancy_Thomas,2015-01-07 00:00:00,Nancy Thomas,96,British,television producer,
156,"Cabu, 76, cartoonist",https://en.wikipedia.org/wiki/Cabu,2015-01-07 00:00:00,Cabu,76,,cartoonist,
157,"Elsa Cayat, 54, psychoanalyst and columnist",https://en.wikipedia.org/wiki/Elsa_Cayat,2015-01-07 00:00:00,Elsa Cayat,54,,psychoanalyst and columnist,
158,"Charb, 47, caricaturist and journalist",https://en.wikipedia.org/wiki/Charb,2015-01-07 00:00:00,Charb,47,,caricaturist and journalist,
159,"Philippe Honoré, 73, cartoonist",https://en.wikipedia.org/wiki/Philippe_Honor%C3%A9_(cartoonist),2015-01-07 00:00:00,Philippe Honoré,73,,cartoonist,
160,"Bernard Maris, 68, economist and journalist",https://en.wikipedia.org/wiki/Bernard_Maris,2015-01-07 00:00:00,Bernard Maris,68,,economist and journalist,
161,"Mustapha Ourrad, 60, Algerian-born copyeditor",https://en.wikipedia.org/wiki/Mustapha_Ourrad,2015-01-07 00:00:00,Mustapha Ourrad,60,Algerian-born,copyeditor,
162,"Tignous, 57, cartoonist",https://en.wikipedia.org/wiki/Tignous,2015-01-07 00:00:00,Tignous,57,,cartoonist,
163,"Georges Wolinski, 80, cartoonist",https://en.wikipedia.org/wiki/Georges_Wolinski,2015-01-07 00:00:00,Georges Wolinski,80,,cartoonist,
164,"William E. Boeing Jr., 92, American businessman.[159]",https://en.wikipedia.org/wiki/William_E._Boeing_Jr.,2015-01-08 00:00:00,William E. Boeing Jr.,92,American,businessman,
165,"Andraé Crouch, 72, American gospel singer.[160]",https://en.wikipedia.org/wiki/Andra%C3%A9_Crouch,2015-01-08 00:00:00,Andraé Crouch,72,American,gospel singer,
166,"Kep Enderby, 88, Australian politician and judge, MP (1970–1975), Supreme Court Justice of New South Wales (1982–1992).[161]",https://en.wikipedia.org/wiki/Kep_Enderby,2015-01-08 00:00:00,Kep Enderby,88,Australian,politician and judge,
167,"Patsy Garrett, 93, American singer and actress (Benji, Nanny and the Professor, Room 222).[162]",https://en.wikipedia.org/wiki/Patsy_Garrett,2015-01-08 00:00:00,Patsy Garrett,93,American,singer and actress,
168,"Jean-Claude Gasigwa, 31, Rwandan tennis player (Davis Cup team).[163]",https://en.wikipedia.org/wiki/Jean-Claude_Gasigwa,2015-01-08 00:00:00,Jean-Claude Gasigwa,31,Rwandan,tennis player,
169,"Peter Hill, 83, English footballer (Coventry City).[164]",https://en.wikipedia.org/wiki/Peter_Hill_(footballer),2015-01-08 00:00:00,Peter Hill,83,English,footballer,
170,"Jenő Lasztovicza, 53, Hungarian politician, MP (since 1998).[165]",https://en.wikipedia.org/wiki/Jen%C5%91_Lasztovicza,2015-01-08 00:00:00,Jenő Lasztovicza,53,Hungarian,politician,
171,"Curtis Lee, 75, American singer (""Pretty Little Angel Eyes""), cancer.[166]",https://en.wikipedia.org/wiki/Curtis_Lee,2015-01-08 00:00:00,Curtis Lee,75,American,singer,cancer
172,"Hubert Markl, 76, German biologist.[167]",https://en.wikipedia.org/wiki/Hubert_Markl,2015-01-08 00:00:00,Hubert Markl,76,German,biologist,
173,"Ray McFall, 88, British nightclub owner (The Cavern Club).[168]",https://en.wikipedia.org/wiki/Ray_McFall,2015-01-08 00:00:00,Ray McFall,88,British,nightclub owner,
174,"Roy McKie, 93, American illustrator.[169]",https://en.wikipedia.org/wiki/Roy_McKie,2015-01-08 00:00:00,Roy McKie,93,American,illustrator,
175,"Richard Meade, 76, British equestrian, three-time Olympic champion, cancer.[170]",https://en.wikipedia.org/wiki/Richard_Meade,2015-01-08 00:00:00,Richard Meade,76,British,equestrian,cancer
176,"Leif Rantala, 67, Finnish linguist.[171]",https://en.wikipedia.org/wiki/Leif_Rantala,2015-01-08 00:00:00,Leif Rantala,67,Finnish,linguist,
177,"Erbey Satterfield, 75, American politician, member of the Utah House of Representatives.[172]",https://en.wikipedia.org/wiki/Erbey_Satterfield,2015-01-08 00:00:00,Erbey Satterfield,75,American,politician,
178,"Egil Toreng, 92, Norwegian newspaper editor and politician.[173]",https://en.wikipedia.org/wiki/Egil_Toreng,2015-01-08 00:00:00,Egil Toreng,92,Norwegian,newspaper editor and politician,
179,"Nelson Townsend, 73, American athletic director (Florida A&M).[174]",https://en.wikipedia.org/wiki/Nelson_Townsend,2015-01-08 00:00:00,Nelson Townsend,73,American,athletic director,
180,"Angelo Anquilletti, 71, Italian footballer (A.C. Milan, national team).[175]",https://en.wikipedia.org/wiki/Angelo_Anquilletti,2015-01-09 00:00:00,Angelo Anquilletti,71,Italian,footballer,
181,"Jasodhara Bagchi, 77, Indian feminist critic and academic.[176]",https://en.wikipedia.org/wiki/Jasodhara_Bagchi,2015-01-09 00:00:00,Jasodhara Bagchi,77,Indian,feminist critic and academic,
182,"Amedy Coulibaly, 32, French jihadist, shot.[177]",https://en.wikipedia.org/wiki/Amedy_Coulibaly,2015-01-09 00:00:00,Amedy Coulibaly,32,French,jihadist,shot
183,"Harry A. DeMaso, 93, American politician, member of the Michigan Senate (1967–1986).[178]",https://en.wikipedia.org/wiki/Harry_A._DeMaso,2015-01-09 00:00:00,Harry A. DeMaso,93,American,politician,
184,"Samuel Goldwyn Jr., 88, American film producer (The Secret Life of Walter Mitty, Master and Commander: The Far Side of the World), heart failure.[179]",https://en.wikipedia.org/wiki/Samuel_Goldwyn_Jr.,2015-01-09 00:00:00,Samuel Goldwyn Jr.,88,American,film producer,heart failure
185,"Ah Chew Goo, 96, American basketball player and coach (University of Hawaii).[180]",https://en.wikipedia.org/wiki/Ah_Chew_Goo,2015-01-09 00:00:00,Ah Chew Goo,96,American,basketball player and coach,
186,"Michel Jeury, 80, French science fiction author.[181]",https://en.wikipedia.org/wiki/Michel_Jeury,2015-01-09 00:00:00,Michel Jeury,80,French,science fiction author,
187,"Robert V. Keeley, 85, American diplomat, Ambassador to Mauritius (1976–1978), Zimbabwe (1980–1984) and Greece (1985–1989), stroke.[182]",https://en.wikipedia.org/wiki/Robert_V._Keeley,2015-01-09 00:00:00,Robert V. Keeley,85,American,diplomat,stroke
188,"Sarah Kemp, 69, Australian actress (Sons and Daughters), lung cancer.[183]",https://en.wikipedia.org/wiki/Sarah_Kemp,2015-01-09 00:00:00,Sarah Kemp,69,Australian,actress,lung cancer
189,"Chuck Locke, 82, American baseball player (Baltimore Orioles).[184]",https://en.wikipedia.org/wiki/Chuck_Locke,2015-01-09 00:00:00,Chuck Locke,82,American,baseball player,
190,"Frans Molenaar, 74, Dutch fashion designer, complications from a fall.[185]",https://en.wikipedia.org/wiki/Frans_Molenaar,2015-01-09 00:00:00,Frans Molenaar,74,Dutch,fashion designer,complications from a fall
191,"Józef Oleksy, 68, Polish politician, Prime Minister (1995–1996), cancer.[186]",https://en.wikipedia.org/wiki/J%C3%B3zef_Oleksy,2015-01-09 00:00:00,Józef Oleksy,68,Polish,politician,cancer
192,"Bud Paxson, 79, American media executive, co-founder of the Home Shopping Network, founder of Pax TV.[187]",https://en.wikipedia.org/wiki/Bud_Paxson,2015-01-09 00:00:00,Bud Paxson,79,American,media executive,
193,"Peder Pedersen, 69, Danish Olympic cyclist.[188]",https://en.wikipedia.org/wiki/Peder_Pedersen_(cyclist),2015-01-09 00:00:00,Peder Pedersen,69,Danish,Olympic cyclist,
194,"Abdul Rahman Ya'kub, 87, Malaysian politician, Chief Minister of Sarawak (1970–1981).[189]",https://en.wikipedia.org/wiki/Abdul_Rahman_Ya%27kub,2015-01-09 00:00:00,Abdul Rahman Ya'kub,87,Malaysian,politician,
195,"Whitney Reed, 82, American tennis player.[190]",https://en.wikipedia.org/wiki/Whitney_Reed,2015-01-09 00:00:00,Whitney Reed,82,American,tennis player,
196,"James L. Reveal, 73, American botanist.[191]",https://en.wikipedia.org/wiki/James_L._Reveal,2015-01-09 00:00:00,James L. Reveal,73,American,botanist,
197,"Robert Scott, 73, American author.[192]",https://en.wikipedia.org/wiki/Robert_Scott_(author),2015-01-09 00:00:00,Robert Scott,73,American,author,
198,"Iqbal Sheikh, 80, Pakistani cricketer.[193]",https://en.wikipedia.org/wiki/Iqbal_Sheikh,2015-01-09 00:00:00,Iqbal Sheikh,80,Pakistani,cricketer,
199,"Bud Sherman, 88, Canadian politician, member of the Legislative Assembly of Manitoba (1969–1984), member of the House of Commons (1965–1968).[194]",https://en.wikipedia.org/wiki/Bud_Sherman,2015-01-09 00:00:00,Bud Sherman,88,Canadian,politician,
200,"Paul M. Starnes, 80, American politician, member of the Tennessee House of Representatives (1972–1990).[195]",https://en.wikipedia.org/wiki/Paul_M._Starnes,2015-01-09 00:00:00,Paul M. Starnes,80,American,politician,
201,"Roy Tarpley, 50, American basketball player (Dallas Mavericks).[196]",https://en.wikipedia.org/wiki/Roy_Tarpley,2015-01-09 00:00:00,Roy Tarpley,50,American,basketball player,
202,"Christian Vanneque, 65, French sommelier and restaurateur.[197]",https://en.wikipedia.org/wiki/Christian_Vanneque,2015-01-09 00:00:00,Christian Vanneque,65,French,sommelier and restaurateur,
203,"John Angus, 66, New Zealand children's rights advocate, Children's Commissioner (2009–2011).[198]",https://en.wikipedia.org/wiki/John_Angus_(children%27s_advocate),2015-01-10 00:00:00,John Angus,66,New Zealand,children's rights advocate,
204,"Jorgelina Aranda, 72, Argentine model and actress (Il Gaucho).[199]",https://en.wikipedia.org/wiki/Jorgelina_Aranda,2015-01-10 00:00:00,Jorgelina Aranda,72,Argentine,model and actress,
205,"Robert Berner, 79, American geologist and geochemist.[200]",https://en.wikipedia.org/wiki/Robert_Berner,2015-01-10 00:00:00,Robert Berner,79,American,geologist and geochemist,
206,"Walter Berns, 95, American constitutional law and political philosophy professor.[201]",https://en.wikipedia.org/wiki/Walter_Berns,2015-01-10 00:00:00,Walter Berns,95,American,constitutional law and political philosophy professor,
207,"Frans Bolweg, 64, Dutch sailor and coach.[202]",https://en.wikipedia.org/wiki/Frans_Bolweg,2015-01-10 00:00:00,Frans Bolweg,64,Dutch,sailor and coach,
208,"Brian Clemens, 83, British screenwriter (Dr. Jekyll and Sister Hyde) and television producer (The Avengers, The Professionals).[203]",https://en.wikipedia.org/wiki/Brian_Clemens,2015-01-10 00:00:00,Brian Clemens,83,British,screenwriter and television producer,
209,"Abed Daoudieh, 94, Jordanian politician, Awqaf and Islamic Affairs Minister (1984).[204]",https://en.wikipedia.org/wiki/Abed_Daoudieh,2015-01-10 00:00:00,Abed Daoudieh,94,Jordanian,politician,
210,"George Dickerson, 81, American actor (Blue Velvet, Hill Street Blues).[205]",https://en.wikipedia.org/wiki/George_Dickerson,2015-01-10 00:00:00,George Dickerson,81,American,actor,
211,"James R. Dixon, 86, American herpetologist[206]",https://en.wikipedia.org/wiki/James_R._Dixon,2015-01-10 00:00:00,James R. Dixon,86,American,herpetologis,
212,"Tim Drummond, 74, American bassist (Bob Dylan, Neil Young).[207]",https://en.wikipedia.org/wiki/Tim_Drummond,2015-01-10 00:00:00,Tim Drummond,74,American,bassist,
213,"Pierre-André Fournier, 71, Canadian Roman Catholic prelate, Archbishop of Rimouski (since 2008).[208]",https://en.wikipedia.org/wiki/Pierre-Andr%C3%A9_Fournier,2015-01-10 00:00:00,Pierre-André Fournier,71,Canadian,Roman Catholic prelate,
214,"Elemér Hankiss, 86, Hungarian sociologist.[209]",https://en.wikipedia.org/wiki/Elem%C3%A9r_Hankiss,2015-01-10 00:00:00,Elemér Hankiss,86,Hungarian,sociologist,
215,"Maeve Hillery, 91, Irish physician.[210]",https://en.wikipedia.org/wiki/Maeve_Hillery,2015-01-10 00:00:00,Maeve Hillery,91,Irish,physician,
216,"Jim Hogan, 81, Irish Olympic long-distance runner, European champion (1966).[211]",https://en.wikipedia.org/wiki/Jim_Hogan_(athlete),2015-01-10 00:00:00,Jim Hogan,81,Irish,Olympic long-distance runner,
217,"Harry V. Jaffa, 96, American political philosophy professor.[212]",https://en.wikipedia.org/wiki/Harry_V._Jaffa,2015-01-10 00:00:00,Harry V. Jaffa,96,American,political philosophy professor,
218,"Annis Jensen, 93, American roller derby skater.[213]",https://en.wikipedia.org/wiki/Annis_Jensen,2015-01-10 00:00:00,Annis Jensen,93,American,roller derby skater,
219,"Frederik H. Kreuger, 86, Dutch high voltage scientist.[214]",https://en.wikipedia.org/wiki/Frederik_H._Kreuger,2015-01-10 00:00:00,Frederik H. Kreuger,86,Dutch,high voltage scientist,
220,"Junior Malanda, 20, Belgian footballer (VfL Wolfsburg, national under-21 team), traffic collision.[215]",https://en.wikipedia.org/wiki/Junior_Malanda,2015-01-10 00:00:00,Junior Malanda,20,Belgian,footballer,traffic collision
221,"Marko Marin, 84, Slovenian theatre director and art historian.[216]",https://en.wikipedia.org/wiki/Marko_Marin_(professor),2015-01-10 00:00:00,Marko Marin,84,Slovenian,theatre director and art historian,
222,"Slobodan Martinović, 70, Serbian chess player.[217]",https://en.wikipedia.org/wiki/Slobodan_Martinovi%C4%87,2015-01-10 00:00:00,Slobodan Martinović,70,Serbian,chess player,
223,"Roger Moyer, 80, American politician, Mayor of Annapolis, Maryland (1965–1973), Parkinson's disease.[218]",https://en.wikipedia.org/wiki/Roger_Moyer,2015-01-10 00:00:00,Roger Moyer,80,American,politician,Parkinson's disease
224,"Yoko Nagae Ceschina, 82, Japanese classical music philanthropist.[219]",https://en.wikipedia.org/wiki/Yoko_Nagae_Ceschina,2015-01-10 00:00:00,Yoko Nagae Ceschina,82,Japanese,classical music philanthropist,
225,"Taylor Negron, 57, American comedian and actor (Angels in the Outfield, Fast Times at Ridgemont High, Bio-Dome), cancer.[220]",https://en.wikipedia.org/wiki/Taylor_Negron,2015-01-10 00:00:00,Taylor Negron,57,American,comedian and actor,cancer
226,"Margit Nünke, 84, German fashion model, actress and beauty queen.[221]",https://en.wikipedia.org/wiki/Margit_N%C3%BCnke,2015-01-10 00:00:00,Margit Nünke,84,German,fashion model,
227,"Ged Peck, 67, English musician.[222]",https://en.wikipedia.org/wiki/Ged_Peck,2015-01-10 00:00:00,Ged Peck,67,English,musician,
228,"George Probert, 87, American jazz musician and music editor.[223]",https://en.wikipedia.org/wiki/George_Probert,2015-01-10 00:00:00,George Probert,87,American,jazz musician and music editor,
229,"Francesco Rosi, 92, Italian film director (The Mattei Affair, Christ Stopped at Eboli, Salvatore Giuliano).[224]",https://en.wikipedia.org/wiki/Francesco_Rosi,2015-01-10 00:00:00,Francesco Rosi,92,Italian,film director,
230,"Francis Simard, 67, Canadian revolution activist and criminal, aneurism.[225]",https://en.wikipedia.org/wiki/Francis_Simard,2015-01-10 00:00:00,Francis Simard,67,Canadian,revolution activist and criminal,aneurism
