id,text,url,death_date,name,age,nationality,claim,cause
1092,"Martha Cohen, 94, Canadian philanthropist.[467]",https://en.wikipedia.org/wiki/Martha_Cohen,2015-02-26 00:00:00,Martha Cohen,94,Canadian,philanthropist,
1093,"Anthony R. Cucci, 92, American politician, Mayor of Jersey City (1985–1989).[468]",https://en.wikipedia.org/wiki/Anthony_R._Cucci,2015-02-26 00:00:00,Anthony R. Cucci,92,American,politician,
1094,"Brian Cumby, 64, British shipwright.[469]",https://en.wikipedia.org/wiki/Brian_Cumby,2015-02-26 00:00:00,Brian Cumby,64,British,shipwright,
1095,"Ruth Denison, 92, German-born American Buddhist teacher, stroke.[470]",https://en.wikipedia.org/wiki/Ruth_Denison,2015-02-26 00:00:00,Ruth Denison,92,German-born American,Buddhist teacher,stroke
1096,"Oscar Díaz, 32, American welterweight boxer, head injury.[471]",https://en.wikipedia.org/wiki/Oscar_D%C3%ADaz_(boxer),2015-02-26 00:00:00,Oscar Díaz,32,American,welterweight boxer,head injury
1097,"Angelo Raffaele Dinardo, 83, Italian politician, President of Basilicata (1995–2000).[472]",https://en.wikipedia.org/wiki/Angelo_Raffaele_Dinardo,2015-02-26 00:00:00,Angelo Raffaele Dinardo,83,Italian,politician,
1098,"Sadiq Fakir, 47, Pakistani singer, traffic collision.[473]",https://en.wikipedia.org/wiki/Sadiq_Fakir,2015-02-26 00:00:00,Sadiq Fakir,47,Pakistani,singer,traffic collision
1099,"Monroe H. Freedman, 86, American professor of law, chronic lymphocytic lymphoma.[474]",https://en.wikipedia.org/wiki/Monroe_H._Freedman,2015-02-26 00:00:00,Monroe H. Freedman,86,American,professor of law,chronic lymphocytic lymphoma
1100,"Sheppard Frere, 98, British historian and archaeologist.[475]",https://en.wikipedia.org/wiki/Sheppard_Frere,2015-02-26 00:00:00,Sheppard Frere,98,British,historian and archaeologist,
1101,"Theodore Hesburgh, 97, American Roman Catholic priest, President of the University of Notre Dame (1952–1987).[476]",https://en.wikipedia.org/wiki/Theodore_Hesburgh,2015-02-26 00:00:00,Theodore Hesburgh,97,American,Roman Catholic priest,
1102,"Nadia Hilou, 61, Israeli social worker and politician, first Arab-Christian member of Knesset (2006–2009).[477]",https://en.wikipedia.org/wiki/Nadia_Hilou,2015-02-26 00:00:00,Nadia Hilou,61,Israeli,social worker and politician,
1103,"Per Olof Hulth, 71, Swedish astroparticle physicist.[478]",https://en.wikipedia.org/wiki/Per_Olof_Hulth,2015-02-26 00:00:00,Per Olof Hulth,71,Swedish,astroparticle physicist,
1104,"Meera Kosambi, 75, Indian sociologist.[479]",https://en.wikipedia.org/wiki/Meera_Kosambi,2015-02-26 00:00:00,Meera Kosambi,75,Indian,sociologist,
1105,"Earl Lloyd, 86, American basketball player (Syracuse Nationals, Detroit Pistons).[480]",https://en.wikipedia.org/wiki/Earl_Lloyd,2015-02-26 00:00:00,Earl Lloyd,86,American,basketball player,
1106,"Branislav Martinović, 77, Serbian Olympic wrestler (1960, 1964).[481]",https://en.wikipedia.org/wiki/Branislav_Martinovi%C4%87,2015-02-26 00:00:00,Branislav Martinović,77,Serbian,Olympic wrestler,
1107,"Curt Michel, 80, American astrophysicist.[482]",https://en.wikipedia.org/wiki/Curt_Michel,2015-02-26 00:00:00,Curt Michel,80,American,astrophysicist,
1108,"Franklin Quitugua, 81, Guamanian politician.[483]",https://en.wikipedia.org/wiki/Franklin_Quitugua,2015-02-26 00:00:00,Franklin Quitugua,81,Guamanian,politician,
1109,"Rowley Richards, 98, Australian World War II Army medical officer.[484]",https://en.wikipedia.org/wiki/Rowley_Richards,2015-02-26 00:00:00,Rowley Richards,98,Australian,World War II Army medical officer,
1110,"Martin T. Smith, 80, American politician, member of the Mississippi Senate (1968–1988).[485]",https://en.wikipedia.org/wiki/Martin_T._Smith,2015-02-26 00:00:00,Martin T. Smith,80,American,politician,
1111,"Fritz J. Raddatz, 83, German feuilletonist, essayist, biographer and novelist.[486]",https://en.wikipedia.org/wiki/Fritz_J._Raddatz,2015-02-26 00:00:00,Fritz J. Raddatz,83,German,feuilletonist,
1112,"Avijit Roy, 42, Bangladeshi-American writer, stabbed.[487]",https://en.wikipedia.org/wiki/Avijit_Roy,2015-02-26 00:00:00,Avijit Roy,42,Bangladeshi-American,writer,stabbed
1113,"Tom Schweich, 54, American politician, State Auditor of Missouri (since 2011), suicide by gunshot.[488]",https://en.wikipedia.org/wiki/Tom_Schweich,2015-02-26 00:00:00,Tom Schweich,54,American,politician,suicide by gunshot
1114,"Hukam Singh, 89, Indian politician, Chief Minister of Haryana (1990–1991).[489]",https://en.wikipedia.org/wiki/Hukam_Singh,2015-02-26 00:00:00,Hukam Singh,89,Indian,politician,
1115,"Carlos Talbott, 95, American air force lieutenant general.[490]",https://en.wikipedia.org/wiki/Carlos_Talbott,2015-02-26 00:00:00,Carlos Talbott,95,American,air force lieutenant general,
1116,"Richard Bakalyan, 84, American character actor (Batman, Chinatown, The Fox and the Hound).[491]",https://en.wikipedia.org/wiki/Richard_Bakalyan,2015-02-27 00:00:00,Richard Bakalyan,84,American,character actor,
1117,"Manfred Bayer, 86, German-born American microbiologist.[492]",https://en.wikipedia.org/wiki/Manfred_Bayer,2015-02-27 00:00:00,Manfred Bayer,86,German-born American,microbiologist,
1118,"Bob Benmosche, 70, American executive, President and CEO of American International Group (2009–2014), lung cancer.[493]",https://en.wikipedia.org/wiki/Bob_Benmosche,2015-02-27 00:00:00,Bob Benmosche,70,American,executive,lung cancer
1119,"Malcolm Boyd, 91, American Episcopal priest, author, pneumonia.[494]",https://en.wikipedia.org/wiki/Malcolm_Boyd,2015-02-27 00:00:00,Malcolm Boyd,91,American,Episcopal priest,pneumonia
1120,"Mykhailo Chechetov, 61, Russian-born Ukrainian politician, member of Verkhovna Rada (1994–1998, 2006–2014), suicide by autodefenestration.[495]",https://en.wikipedia.org/wiki/Mykhailo_Chechetov,2015-02-27 00:00:00,Mykhailo Chechetov,61,Russian-born Ukrainian,politician,suicide by autodefenestration
1121,"Josefino Cenizal, 95, Filipino composer, director and actor.[496]",https://en.wikipedia.org/wiki/Josefino_Cenizal,2015-02-27 00:00:00,Josefino Cenizal,95,Filipino,composer,
1122,"Tod Dockstader, 82, American sound artist and electronic music composer.[497]",https://en.wikipedia.org/wiki/Tod_Dockstader,2015-02-27 00:00:00,Tod Dockstader,82,American,sound artist and electronic music composer,
1123,"John Fairchild, 87, American publisher and editor (Women's Wear Daily).[498]",https://en.wikipedia.org/wiki/John_Fairchild_(editor),2015-02-27 00:00:00,John Fairchild,87,American,publisher and editor,
1124,"Tim Ford, 63, American politician, Speaker of the Mississippi House of Representatives (1988–2004), heart attack.[499]",https://en.wikipedia.org/wiki/Tim_Ford,2015-02-27 00:00:00,Tim Ford,63,American,politician,heart attack
1125,"Paul Hutchison, 47, Australian cricketer.[500]",https://en.wikipedia.org/wiki/Paul_Hutchison_(Australian_cricketer),2015-02-27 00:00:00,Paul Hutchison,47,Australian,cricketer,
1126,"Jerome Kurtz, 83, American public servant, Commissioner of Internal Revenue (1977–1983), complications of surgery.[501]",https://en.wikipedia.org/wiki/Jerome_Kurtz,2015-02-27 00:00:00,Jerome Kurtz,83,American,public servant,complications of surgery
1127,"Sue Landske, 77, American politician, member of the Indiana Senate (1984–2014), cancer.[502]",https://en.wikipedia.org/wiki/Sue_Landske,2015-02-27 00:00:00,Sue Landske,77,American,politician,cancer
1128,"Boris Nemtsov, 55, Russian politician, Governor of Nizhny Novgorod Oblast (1991–1997), First Deputy Prime Minister (1997–1998), Deputy Prime Minister (1998), shot.[503]",https://en.wikipedia.org/wiki/Boris_Nemtsov,2015-02-27 00:00:00,Boris Nemtsov,55,Russian,politician,shot
1129,"Leonard Nimoy, 83, American actor and director (Star Trek, Mission: Impossible, Fringe), COPD.[504]",https://en.wikipedia.org/wiki/Leonard_Nimoy,2015-02-27 00:00:00,Leonard Nimoy,83,American,actor and director,COPD
1130,"Natalia Revuelta Clews, 89, Cuban socialite.[505]",https://en.wikipedia.org/wiki/Natalia_Revuelta_Clews,2015-02-27 00:00:00,Natalia Revuelta Clews,89,Cuban,socialite,
1131,"Julio César Strassera, 81, Argentine lawyer and jurist (Trial of the Juntas).[506]",https://en.wikipedia.org/wiki/Julio_C%C3%A9sar_Strassera,2015-02-27 00:00:00,Julio César Strassera,81,Argentine,lawyer and jurist,
1132,"Anna Szatkowska, 86, Polish resistance fighter.[507]",https://en.wikipedia.org/wiki/Anna_Szatkowska,2015-02-27 00:00:00,Anna Szatkowska,86,Polish,resistance fighter,
1133,"Yevgeni Titov, 51, Russian footballer.[508]",https://en.wikipedia.org/wiki/Yevgeni_Titov,2015-02-27 00:00:00,Yevgeni Titov,51,Russian,footballer,
1134,"Bohdan Tomaszewski, 93, Polish sports commentator.[509]",https://en.wikipedia.org/wiki/Bohdan_Tomaszewski,2015-02-27 00:00:00,Bohdan Tomaszewski,93,Polish,sports commentator,
1135,"Patrick Whitefield, 66, English permaculturist.[510]",https://en.wikipedia.org/wiki/Patrick_Whitefield,2015-02-27 00:00:00,Patrick Whitefield,66,English,permaculturist,
1136,"Joanne Woollard, British film art director (Gravity).[511]",https://en.wikipedia.org/wiki/Joanne_Woollard,2015-02-27 00:00:00,Joanne Woollard,,British,film art director,
1137,"Tom Bettis, 83, American football player (Green Bay Packers) and coach.[512]",https://en.wikipedia.org/wiki/Tom_Bettis,2015-02-28 00:00:00,Tom Bettis,83,American,football player and coach,
1138,"William J. Bichsel, 86, American Jesuit priest and peace protester.[513]",https://en.wikipedia.org/wiki/William_J._Bichsel,2015-02-28 00:00:00,William J. Bichsel,86,American,Jesuit priest and peace protester,
1139,"Clifford Edmund Bosworth, 86, British oriental historian.[514]",https://en.wikipedia.org/wiki/Clifford_Edmund_Bosworth,2015-02-28 00:00:00,Clifford Edmund Bosworth,86,British,oriental historian,
1140,"Braulio Castillo, 81, Puerto Rican actor.[515]",https://en.wikipedia.org/wiki/Braulio_Castillo,2015-02-28 00:00:00,Braulio Castillo,81,Puerto Rican,actor,
1141,"P. T. De Silva, 86, Sri Lankan consultant physician.[516]",https://en.wikipedia.org/wiki/P._T._De_Silva,2015-02-28 00:00:00,P. T. De Silva,86,Sri Lankan,consultant physician,
1142,"Sarah Foot, 75, British journalist and author.[517]",https://en.wikipedia.org/wiki/Sarah_Foot_(journalist),2015-02-28 00:00:00,Sarah Foot,75,British,journalist and author,
1143,"Gordie Gillespie, 88, American baseball, football and basketball coach.[518]",https://en.wikipedia.org/wiki/Gordie_Gillespie,2015-02-28 00:00:00,Gordie Gillespie,88,American,baseball,
1144,"Alex Johnson, 72, American baseball player (California Angels, Cincinnati Reds), prostate cancer.[519]",https://en.wikipedia.org/wiki/Alex_Johnson,2015-02-28 00:00:00,Alex Johnson,72,American,baseball player,prostate cancer
1145,"Yaşar Kemal, 91, Turkish author, Légion d'honneur recipient.[520]",https://en.wikipedia.org/wiki/Ya%C5%9Far_Kemal,2015-02-28 00:00:00,Yaşar Kemal,91,Turkish,author,
1146,"John Komba, 60, Tanzanian politician.[521]",https://en.wikipedia.org/wiki/John_Komba,2015-02-28 00:00:00,John Komba,60,Tanzanian,politician,
1147,"Ezra Laderman, 90, American composer.[522]",https://en.wikipedia.org/wiki/Ezra_Laderman,2015-02-28 00:00:00,Ezra Laderman,90,American,composer,
1148,"J. Michael Lenihan, 71, American politician, member of the Rhode Island Senate (1990–2010), cancer.[523]",https://en.wikipedia.org/wiki/J._Michael_Lenihan,2015-02-28 00:00:00,J. Michael Lenihan,71,American,politician,cancer
1149,"Anthony Mason, 48, American basketball player (New York Knicks), heart failure.[524]",https://en.wikipedia.org/wiki/Anthony_Mason_(basketball),2015-02-28 00:00:00,Anthony Mason,48,American,basketball player,heart failure
1150,"Ed Modzelewski, 86, American football player (Cleveland Browns), heart failure.[525]",https://en.wikipedia.org/wiki/Ed_Modzelewski,2015-02-28 00:00:00,Ed Modzelewski,86,American,football player,heart failure
1151,"Thakin Tin Mya, 91, Burmese politician.[526]",https://en.wikipedia.org/wiki/Thakin_Tin_Mya,2015-02-28 00:00:00,Thakin Tin Mya,91,Burmese,politician,
1152,"William Röttger, 66, German label manager, music manager and gallery owner, cancer.[527]",https://en.wikipedia.org/wiki/William_R%C3%B6ttger,2015-02-28 00:00:00,William Röttger,66,German,label manager,cancer
1153,"Thomas J. Stanley, 71, American author (The Millionaire Next Door, The Millionaire Mind), traffic collision.[528]",https://en.wikipedia.org/wiki/Thomas_J._Stanley,2015-02-28 00:00:00,Thomas J. Stanley,71,American,author,traffic collision
1154,"Louis Sette, 68, American broadcaster and political candidate.[529]",https://en.wikipedia.org/wiki/Louis_Sette,2015-02-28 00:00:00,Louis Sette,68,American,broadcaster and political candidate,
1155,"Tracker Tilmouth, 62, Australian aboriginal activist, cancer.[530]",https://en.wikipedia.org/wiki/Tracker_Tilmouth,2015-02-28 00:00:00,Tracker Tilmouth,62,Australian,aboriginal activist,cancer
1156,"André Vallée, 84, Canadian Roman Catholic prelate, Bishop of Military (1987–1996) and Hearst (1996–2005).[531]",https://en.wikipedia.org/wiki/Andr%C3%A9_Vall%C3%A9e,2015-02-28 00:00:00,André Vallée,84,Canadian,Roman Catholic prelate,
1157,"Gigi Vesigna, 83, Italian journalist and writer.[532]",https://en.wikipedia.org/wiki/Gigi_Vesigna,2015-02-28 00:00:00,Gigi Vesigna,83,Italian,journalist and writer,
1158,"Orris George Walker, 72, American episcopal prelate, Bishop of Long Island (1991–2009).[533]",https://en.wikipedia.org/wiki/Orris_George_Walker,2015-02-28 00:00:00,Orris George Walker,72,American,episcopal prelate,
1159,"Bob Armstrong, 82, American politician, member of the Texas House of Representatives (1963–1971) and Commissioner of the General Land Office (1971–1983).[1]",https://en.wikipedia.org/wiki/Bob_Armstrong_(politician),2015-03-01 00:00:00,Bob Armstrong,82,American,politician,
1160,"Malcolm Bennett, 56, British poet and author.[2]",https://en.wikipedia.org/wiki/Malcolm_Bennett,2015-03-01 00:00:00,Malcolm Bennett,56,British,poet and author,
1161,"William Bowyer, 88, British painter.[3]",https://en.wikipedia.org/wiki/William_Bowyer_(artist),2015-03-01 00:00:00,William Bowyer,88,British,painter,
1162,"John Clegg, 80, Australian archaeologist.[4]",https://en.wikipedia.org/wiki/John_Clegg_(archaeologist),2015-03-01 00:00:00,John Clegg,80,Australian,archaeologist,
1163,"Deedee Corradini, 70, American politician, Mayor of Salt Lake City (1992–2000), lung cancer.[5]",https://en.wikipedia.org/wiki/Deedee_Corradini,2015-03-01 00:00:00,Deedee Corradini,70,American,politician,lung cancer
1164,"Suzanne Farrington, 81, British stage actress.[6]",https://en.wikipedia.org/wiki/Suzanne_Farrington,2015-03-01 00:00:00,Suzanne Farrington,81,British,stage actress,
1165,"Joshua Fishman, 88, American linguist.[7]",https://en.wikipedia.org/wiki/Joshua_Fishman,2015-03-01 00:00:00,Joshua Fishman,88,American,linguist,
1166,"Orrin Keepnews, 91, American jazz record producer, executive and writer.[8]",https://en.wikipedia.org/wiki/Orrin_Keepnews,2015-03-01 00:00:00,Orrin Keepnews,91,American,jazz record producer,
1167,"Georg Kreisel, 91, Austrian mathematical logician.[9]",https://en.wikipedia.org/wiki/Georg_Kreisel,2015-03-01 00:00:00,Georg Kreisel,91,Austrian,mathematical logician,
1168,"Anatoly Logunov, 88, Russian theoretical physicist and academician (Russian Academy of Sciences).[10]",https://en.wikipedia.org/wiki/Anatoly_Logunov,2015-03-01 00:00:00,Anatoly Logunov,88,Russian,theoretical physicist and academician,
1169,"Stuart McGrady, 29, Scottish footballer (Ayr United, Queen's Park).[11]",https://en.wikipedia.org/wiki/Stuart_McGrady,2015-03-01 00:00:00,Stuart McGrady,29,Scottish,footballer,
1170,"Jeff McKnight, 52, American baseball player (New York Mets, Baltimore Orioles), leukemia.[12]",https://en.wikipedia.org/wiki/Jeff_McKnight,2015-03-01 00:00:00,Jeff McKnight,52,American,baseball player,leukemia
1171,"Guram Minashvili, 79, Georgian basketball player, Olympic silver medalist (1960), three-time European champion (1957, 1959, 1963).[13]",https://en.wikipedia.org/wiki/Guram_Minashvili,2015-03-01 00:00:00,Guram Minashvili,79,Georgian,basketball player,
1172,"Minnie Miñoso, 92, Cuban baseball player (Chicago White Sox, Cleveland Indians), pulmonary artery dissection.[14]",https://en.wikipedia.org/wiki/Minnie_Mi%C3%B1oso,2015-03-01 00:00:00,Minnie Miñoso,92,Cuban,baseball player,
1173,"Tony Reddin, 95, Irish hurler (Tipperary GAA).[15]",https://en.wikipedia.org/wiki/Tony_Reddin,2015-03-01 00:00:00,Tony Reddin,95,Irish,hurler,
1174,"Atul Tandon, 67, Indian academic, heart attack.[16]",https://en.wikipedia.org/wiki/Atul_Tandon_(professor),2015-03-01 00:00:00,Atul Tandon,67,Indian,academic,heart attack
1175,"Raymond Toscanelli, 93, French footballer (Angers, Montpellier).[17]",https://en.wikipedia.org/wiki/Raymond_Toscanelli,2015-03-01 00:00:00,Raymond Toscanelli,93,French,footballer,
1176,"Carel Visser, 86, Dutch sculptor.[18]",https://en.wikipedia.org/wiki/Carel_Visser,2015-03-01 00:00:00,Carel Visser,86,Dutch,sculptor,
1177,"Daniel von Bargen, 64, American actor (Malcolm in the Middle, Philadelphia, Super Troopers).[19]",https://en.wikipedia.org/wiki/Daniel_von_Bargen,2015-03-01 00:00:00,Daniel von Bargen,64,American,actor,
1178,"Thomas Philip Watson, 81, American politician, member of the Oklahoma Senate (1972–1987).[20]",https://en.wikipedia.org/wiki/Thomas_Philip_Watson,2015-03-01 00:00:00,Thomas Philip Watson,81,American,politician,
1179,"Chris Welp, 51, German basketball player (Washington Huskies), heart attack.[21]",https://en.wikipedia.org/wiki/Chris_Welp,2015-03-01 00:00:00,Chris Welp,51,German,basketball player,heart attack
1180,"Wolfram Wuttke, 53, German footballer, Olympic bronze medalist (1988).[22]",https://en.wikipedia.org/wiki/Wolfram_Wuttke,2015-03-01 00:00:00,Wolfram Wuttke,53,German,footballer,
1181,"Matthew Young, 70, British civil servant and executive (Panini Group).[23]",https://en.wikipedia.org/wiki/Matthew_Young_(civil_servant),2015-03-01 00:00:00,Matthew Young,70,British,civil servant and executive,
1182,"Dennis Barker, 85, British journalist.[24]",https://en.wikipedia.org/wiki/Dennis_Barker,2015-03-02 00:00:00,Dennis Barker,85,British,journalist,
1183,"Tom Butters, 89, Canadian politician.[25]",https://en.wikipedia.org/wiki/Tom_Butters,2015-03-02 00:00:00,Tom Butters,89,Canadian,politician,
1184,"Leslie Chamberlain, 81, English rugby league player.[26]",https://en.wikipedia.org/wiki/Leslie_Chamberlain,2015-03-02 00:00:00,Leslie Chamberlain,81,English,rugby league player,
1185,"Desmond Daniel, 72, South African cricketer.[27]",https://en.wikipedia.org/wiki/Desmond_Daniel,2015-03-02 00:00:00,Desmond Daniel,72,South African,cricketer,
1186,"Francisco González Ledesma, 87, Spanish novelist, comics writer and journalist, complications of a stroke.[28]",https://en.wikipedia.org/wiki/Francisco_Gonz%C3%A1lez_Ledesma,2015-03-02 00:00:00,Francisco González Ledesma,87,Spanish,novelist,complications of a stroke
1187,"Bettina Graziani, 90, French fashion model.[29]",https://en.wikipedia.org/wiki/Bettina_Graziani,2015-03-02 00:00:00,Bettina Graziani,90,French,fashion model,
1188,"Beverly Hall, 68, Jamaican-born American educator, breast cancer.[30]",https://en.wikipedia.org/wiki/Beverly_Hall,2015-03-02 00:00:00,Beverly Hall,68,Jamaican-born American,educator,breast cancer
1189,"Dean Hess, 97, American minister and air force colonel.[31]",https://en.wikipedia.org/wiki/Dean_Hess,2015-03-02 00:00:00,Dean Hess,97,American,minister and air force colonel,
1190,"Lavkumar Khachar, 84, Indian ornithologist, prostate cancer.[32]",https://en.wikipedia.org/wiki/Lavkumar_Khachar,2015-03-02 00:00:00,Lavkumar Khachar,84,Indian,ornithologist,prostate cancer
1191,"Joseph Kohnen, 74, Luxembourgian writer.[33]",https://en.wikipedia.org/wiki/Joseph_Kohnen,2015-03-02 00:00:00,Joseph Kohnen,74,Luxembourgian,writer,
1192,"Dave Mackay, 80, Scottish football player and manager (Tottenham Hotspur, Derby County).[34]",https://en.wikipedia.org/wiki/Dave_Mackay,2015-03-02 00:00:00,Dave Mackay,80,Scottish,football player and manager,
1193,"Jem Marsh, 84, British automotive engineer, co-founder of Marcos Engineering.[35]",https://en.wikipedia.org/wiki/Jem_Marsh,2015-03-02 00:00:00,Jem Marsh,84,British,automotive engineer,
1194,"Jenna McMahon, 89, American television writer (The Carol Burnett Show, The Facts of Life, Mama's Family), heart failure.[36]",https://en.wikipedia.org/wiki/Jenna_McMahon,2015-03-02 00:00:00,Jenna McMahon,89,American,television writer,heart failure
1195,"Jay Morrish, 78, American golf course designer.[37]",https://en.wikipedia.org/wiki/Jay_Morrish,2015-03-02 00:00:00,Jay Morrish,78,American,golf course designer,
1196,"Mal Peet, 67, British author and illustrator, cancer.[38]",https://en.wikipedia.org/wiki/Mal_Peet,2015-03-02 00:00:00,Mal Peet,67,British,author and illustrator,cancer
1197,"Marc Taraskoff, 59, French illustrator and stamp designer.[39]",https://en.wikipedia.org/wiki/Marc_Taraskoff,2015-03-02 00:00:00,Marc Taraskoff,59,French,illustrator and stamp designer,
1198,"Kerry Ashby, 86, New Zealand rower.[40]",https://en.wikipedia.org/wiki/Kerry_Ashby,2015-03-03 00:00:00,Kerry Ashby,86,New Zealand,rower,
1199,"Lynn Borden, 77, American actress (Bob & Carol & Ted & Alice, Dirty Mary, Crazy Larry, Hazel).[41]",https://en.wikipedia.org/wiki/Lynn_Borden,2015-03-03 00:00:00,Lynn Borden,77,American,actress,
1200,"Ernest Braun, 89, Austrian-born British academic and author.[42]",https://en.wikipedia.org/wiki/Ernest_Braun,2015-03-03 00:00:00,Ernest Braun,89,Austrian-born British,academic and author,
1201,"André Brulé, 93, French racing cyclist.[43]",https://en.wikipedia.org/wiki/Andr%C3%A9_Brul%C3%A9_(cyclist),2015-03-03 00:00:00,André Brulé,93,French,racing cyclist,
1202,"Gilles Cistac, 53, French-born Mozambican human rights lawyer, shot.[44]",https://en.wikipedia.org/wiki/Gilles_Cistac,2015-03-03 00:00:00,Gilles Cistac,53,French-born Mozambican,human rights lawyer,shot
1203,"Denis Coe, 86, British politician, MP for Middleton and Prestwich (1966–1970).[45]",https://en.wikipedia.org/wiki/Denis_Coe,2015-03-03 00:00:00,Denis Coe,86,British,politician,
1204,"M. Stanton Evans, 80, American journalist, author and educator, pancreatic cancer.[46]",https://en.wikipedia.org/wiki/M._Stanton_Evans,2015-03-03 00:00:00,M. Stanton Evans,80,American,journalist,pancreatic cancer
1205,"Otto Kinne, 91, German marine biologist.[47]",https://en.wikipedia.org/wiki/Otto_Kinne,2015-03-03 00:00:00,Otto Kinne,91,German,marine biologist,
1206,"Roy McCrohan, 84, English footballer (Norwich City).[48]",https://en.wikipedia.org/wiki/Roy_McCrohan,2015-03-03 00:00:00,Roy McCrohan,84,English,footballer,
1207,"Octávio Mobiglia, 83, Brazilian Olympic swimmer (1952, 1956).[49]",https://en.wikipedia.org/wiki/Oct%C3%A1vio_Mobiglia,2015-03-03 00:00:00,Octávio Mobiglia,83,Brazilian,Olympic swimmer,
1208,"John Mockler, 73, American politician, California Secretary of Education (2000–2002), pancreatic cancer.[50]",https://en.wikipedia.org/wiki/John_Mockler_(politician),2015-03-03 00:00:00,John Mockler,73,American,politician,pancreatic cancer
1209,"Joseph T. Palastra, Jr., 83, American army general.[51]","https://en.wikipedia.org/wiki/Joseph_T._Palastra,_Jr.",2015-03-03 00:00:00,"Joseph T. Palastra, Jr.",83,American,army general,
1210,"Brett Young, 47, American CFL football player.[52]",https://en.wikipedia.org/wiki/Brett_Young_(Canadian_football),2015-03-03 00:00:00,Brett Young,47,American,CFL football player,
1211,"Stacey Arceneaux, 79, American basketball player (St. Louis Hawks).[53]",https://en.wikipedia.org/wiki/Stacey_Arceneaux,2015-03-04 00:00:00,Stacey Arceneaux,79,American,basketball player,
1212,"Emory Bass, 89, American actor (Dark Shadows, 1776, Angie).[54]",https://en.wikipedia.org/wiki/Emory_Bass,2015-03-04 00:00:00,Emory Bass,89,American,actor,
1213,"Dušan Bilandžić, 90, Croatian historian and politician.[55]",https://en.wikipedia.org/wiki/Du%C5%A1an_Biland%C5%BEi%C4%87,2015-03-04 00:00:00,Dušan Bilandžić,90,Croatian,historian and politician,
1214,"Marguerite Dupire, 94, French ethnologist.[56]",https://en.wikipedia.org/wiki/Marguerite_Dupire,2015-03-04 00:00:00,Marguerite Dupire,94,French,ethnologist,
1215,"Terry Fearnley, 81, Australian rugby league player (Eastern Suburbs) and coach (national team), cancer.[57]",https://en.wikipedia.org/wiki/Terry_Fearnley,2015-03-04 00:00:00,Terry Fearnley,81,Australian,rugby league player and coach,cancer
1216,"George W. Grayson, 76, American politician, member of the Virginia House of Delegates from the 51st (1973–1981) and 97th (1983–2001) districts, heart attack.[58]",https://en.wikipedia.org/wiki/George_W._Grayson,2015-03-04 00:00:00,George W. Grayson,76,American,politician,heart attack
1217,"Ray Hatton, 83, British-born American author.[59]",https://en.wikipedia.org/wiki/Ray_Hatton,2015-03-04 00:00:00,Ray Hatton,83,British-born American,author,
1218,"Iwao Horiuchi, 73, Japanese wrestler.[60]",https://en.wikipedia.org/wiki/Iwao_Horiuchi,2015-03-04 00:00:00,Iwao Horiuchi,73,Japanese,wrestler,
1219,"Karl-Alfred Jacobsson, 89, Swedish footballer (GAIS).[61]",https://en.wikipedia.org/wiki/Karl-Alfred_Jacobsson,2015-03-04 00:00:00,Karl-Alfred Jacobsson,89,Swedish,footballer,
1220,"Jørgen Jensen, 68, Danish Olympic cyclist (1968).[62]",https://en.wikipedia.org/wiki/J%C3%B8rgen_Jensen_(cyclist),2015-03-04 00:00:00,Jørgen Jensen,68,Danish,Olympic cyclist,
1221,"William King, 90, American sculptor.[63]",https://en.wikipedia.org/wiki/William_King_(artist),2015-03-04 00:00:00,William King,90,American,sculptor,
1222,"Ninan Koshy, 81, Indian academic.[64]",https://en.wikipedia.org/wiki/Ninan_Koshy,2015-03-04 00:00:00,Ninan Koshy,81,Indian,academic,
1223,"Lothar Lutze, 87, Polish-born German scholar.[65]",https://en.wikipedia.org/wiki/Lothar_Lutze,2015-03-04 00:00:00,Lothar Lutze,87,Polish-born German,scholar,
1224,"Laxminarayana Mudiraj, 86, Indian politician, Mayor of Hyderabad (1969–1970).[66]",https://en.wikipedia.org/wiki/Laxminarayana_Mudiraj,2015-03-04 00:00:00,Laxminarayana Mudiraj,86,Indian,politician,
1225,"James Norick, 95, American politician, Mayor of Oklahoma City (1959–1963, 1967–1971).[67]",https://en.wikipedia.org/wiki/James_Norick,2015-03-04 00:00:00,James Norick,95,American,politician,
1226,"Jam Sebastian, 28, Filipino webcast personality, lung cancer.[68]",https://en.wikipedia.org/wiki/Jam_Sebastian,2015-03-04 00:00:00,Jam Sebastian,28,Filipino,webcast personality,lung cancer
1227,"Steve Shea, 72, American baseball player (Houston Astros, Montreal Expos).[69]",https://en.wikipedia.org/wiki/Steve_Shea,2015-03-04 00:00:00,Steve Shea,72,American,baseball player,
1228,"John Simopoulos, 91, British philosopher.[70]",https://en.wikipedia.org/wiki/John_Simopoulos,2015-03-04 00:00:00,John Simopoulos,91,British,philosopher,
1229,"Jack Swanstrom, 53, American educator and film director.[71]",https://en.wikipedia.org/wiki/Jack_Swanstrom,2015-03-04 00:00:00,Jack Swanstrom,53,American,educator and film director,
1230,"Arthur Wyatt, 85, British diplomat, High Commissioner to Ghana (1986–1989).[72]",https://en.wikipedia.org/wiki/Arthur_Wyatt_(diplomat),2015-03-04 00:00:00,Arthur Wyatt,85,British,diplomat,
